mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
1,312,39,accuracy,binary,0.9547020136239996,3,5.738600916933034e-4,Preprocessor1_Model01
1,312,39,kap,binary,0,3,0,Preprocessor1_Model01
1,312,39,roc_auc,binary,0.5708681079730856,3,0.003547181573163743,Preprocessor1_Model01
1,312,39,sens,binary,1,3,0,Preprocessor1_Model01
11,1016,39,accuracy,binary,0.954657427619005,3,5.203241704264787e-4,Preprocessor1_Model02
11,1016,39,kap,binary,0.0034717139076705372,3,5.494370926939049e-4,Preprocessor1_Model02
11,1016,39,roc_auc,binary,0.600445202489456,3,0.0031834412823069052,Preprocessor1_Model02
11,1016,39,sens,binary,0.9998599611052811,3,6.061345975436535e-5,Preprocessor1_Model02
2,803,14,accuracy,binary,0.9546239913765131,3,6.019325273151225e-4,Preprocessor1_Model03
2,803,14,kap,binary,0.010952441486070367,3,0.003537305694248907,Preprocessor1_Model03
2,803,14,roc_auc,binary,0.597841606480289,3,0.0035603908257795793,Preprocessor1_Model03
2,803,14,sens,binary,0.9996264581903864,3,9.325300493957441e-5,Preprocessor1_Model03
9,1744,36,accuracy,binary,0.954657427619005,3,5.203241704264787e-4,Preprocessor1_Model04
9,1744,36,kap,binary,0.0034717139076705372,3,5.494370926939049e-4,Preprocessor1_Model04
9,1744,36,roc_auc,binary,0.6023454417259588,3,0.0037711216624504093,Preprocessor1_Model04
9,1744,36,sens,binary,0.9998599611052811,3,6.061345975436535e-5,Preprocessor1_Model04
7,572,5,accuracy,binary,0.9534425041745639,3,8.500505272834137e-4,Preprocessor1_Model05
7,572,5,kap,binary,0.02476091573372104,3,0.0025225285321187575,Preprocessor1_Model05
7,572,5,roc_auc,binary,0.5961745516495831,3,0.0031095648651127683,Preprocessor1_Model05
7,572,5,sens,binary,0.9979331985610239,3,3.991655658233004e-4,Preprocessor1_Model05
3,152,24,accuracy,binary,0.9546239902583689,3,5.685406348884504e-4,Preprocessor1_Model06
3,152,24,kap,binary,0.0029698339822821587,3,4.8084073097767657e-4,Preprocessor1_Model06
3,152,24,roc_auc,binary,0.5741453768212368,3,0.0012539895537276627,Preprocessor1_Model06
3,152,24,sens,binary,0.9998365635951657,3,1.158459844049068e-5,Preprocessor1_Model06
3,1210,29,accuracy,binary,0.9546797196897154,3,5.335378341056475e-4,Preprocessor1_Model07
3,1210,29,kap,binary,0.0030667136852026897,3,5.01763569977082e-4,Preprocessor1_Model07
3,1210,29,roc_auc,binary,0.5981665635935826,3,0.003401437555559473,Preprocessor1_Model07
3,1210,29,sens,binary,0.9998949640805339,3,7.000103313537268e-5,Preprocessor1_Model07
5,659,7,accuracy,binary,0.9535762565988266,3,7.76781087117848e-4,Preprocessor1_Model08
5,659,7,kap,binary,0.025062371619395025,3,0.0022107449434334036,Preprocessor1_Model08
5,659,7,roc_auc,binary,0.5972337303287778,3,0.002522017007939445,Preprocessor1_Model08
5,659,7,sens,binary,0.9980733593917148,3,3.2621717804856386e-4,Preprocessor1_Model08
5,493,5,accuracy,binary,0.9534536502099191,3,8.250603901341505e-4,Preprocessor1_Model09
5,493,5,kap,binary,0.02342757209465159,3,0.004532269265967434,Preprocessor1_Model09
5,493,5,roc_auc,binary,0.5950779315115798,3,0.0016355395839477138,Preprocessor1_Model09
5,493,5,sens,binary,0.997979873279008,3,4.5934986511891505e-4,Preprocessor1_Model09
2,654,27,accuracy,binary,0.9546797196897154,3,5.335378341056475e-4,Preprocessor1_Model10
2,654,27,kap,binary,0.0030667136852026897,3,5.01763569977082e-4,Preprocessor1_Model10
2,654,27,roc_auc,binary,0.5907302482993501,3,0.0019787114642694005,Preprocessor1_Model10
2,654,27,sens,binary,0.9998949640805339,3,7.000103313537268e-5,Preprocessor1_Model10
2,1838,9,accuracy,binary,0.9542673152634278,3,6.91061061911699e-4,Preprocessor1_Model11
2,1838,9,kap,binary,0.015324007473578502,3,0.00256802139461041,Preprocessor1_Model11
2,1838,9,roc_auc,binary,0.6086259383931782,3,0.0022655282951342766,Preprocessor1_Model11
2,1838,9,sens,binary,0.9991125837110088,3,1.3503084076035726e-4,Preprocessor1_Model11
5,1160,36,accuracy,binary,0.9546462815836497,3,5.139525810776132e-4,Preprocessor1_Model12
5,1160,36,kap,binary,0.0029982202848244377,3,5.250928907638257e-4,Preprocessor1_Model12
5,1160,36,roc_auc,binary,0.598213136185991,3,0.004098272013643864,Preprocessor1_Model12
5,1160,36,sens,binary,0.9998599611052811,3,6.061345975436535e-5,Preprocessor1_Model12
9,1094,6,accuracy,binary,0.9534202121038534,3,8.718333070764496e-4,Preprocessor1_Model13
9,1094,6,kap,binary,0.022553253976435966,3,0.004359980698011374,Preprocessor1_Model13
9,1094,6,roc_auc,binary,0.6015388575893253,3,0.002506346403501187,Preprocessor1_Model13
9,1094,6,sens,binary,0.9979681630692534,3,4.72049853142291e-4,Preprocessor1_Model13
9,1984,32,accuracy,binary,0.9546574283644345,3,5.522614896294928e-4,Preprocessor1_Model14
9,1984,32,kap,binary,0.004369336240512574,3,4.185025232604599e-4,Preprocessor1_Model14
9,1984,32,roc_auc,binary,0.6055141481575131,3,0.0031389507755547256,Preprocessor1_Model14
9,1984,32,sens,binary,0.9998365832371089,3,4.202966195873825e-5,Preprocessor1_Model14
