mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
13,412,10,accuracy,binary,0.9538883422113256,5,7.611565258127634e-4,Preprocessor1_Model01
13,412,10,kap,binary,0.01820649450242364,5,0.002271149508593302,Preprocessor1_Model01
13,412,10,roc_auc,binary,0.5843235002955244,5,0.0019297320893897343,Preprocessor1_Model01
13,412,10,sens,binary,0.998611133997177,5,1.449737369280432e-4,Preprocessor1_Model01
16,1050,17,accuracy,binary,0.9542784509643395,5,7.942079430796795e-4,Preprocessor1_Model02
16,1050,17,kap,binary,0.014451109293186382,5,0.0025359904418729754,Preprocessor1_Model02
16,1050,17,roc_auc,binary,0.593188893253826,5,0.002336720687931036,Preprocessor1_Model02
16,1050,17,sens,binary,0.9991481459984195,5,1.3434484255619655e-4,Preprocessor1_Model02
8,171,33,accuracy,binary,0.9546685733832572,5,8.803651449908299e-4,Preprocessor1_Model03
8,171,33,kap,binary,0.0034653322053719514,5,0.0016263078244331281,Preprocessor1_Model03
8,171,33,roc_auc,binary,0.5671051081913071,5,0.002149640588331615,Preprocessor1_Model03
8,171,33,sens,binary,0.9998716372653372,5,5.6556043618126e-5,Preprocessor1_Model03
8,1172,3,accuracy,binary,0.9538549023659382,5,8.123765979605105e-4,Preprocessor1_Model04
8,1172,3,kap,binary,0.023276813020334686,5,0.0021954577263392124,Preprocessor1_Model04
8,1172,3,roc_auc,binary,0.5965650260527385,5,0.002022106321739248,Preprocessor1_Model04
8,1172,3,sens,binary,0.9984359397888675,5,1.698436063842995e-4,Preprocessor1_Model04
17,698,34,accuracy,binary,0.9547243041812522,5,8.391800016556584e-4,Preprocessor1_Model05
17,698,34,kap,binary,0.008431677619131061,5,7.675069213910745e-4,Preprocessor1_Model05
17,698,34,roc_auc,binary,0.5881979985846776,5,0.0012338957348097743,Preprocessor1_Model05
17,698,34,sens,binary,0.9998017199234467,5,8.948026161952913e-5,Preprocessor1_Model05
10,312,13,accuracy,binary,0.954144699036919,5,7.731305614826885e-4,Preprocessor1_Model06
10,312,13,kap,binary,0.015438715966027106,5,0.0019182585657814973,Preprocessor1_Model06
10,312,13,roc_auc,binary,0.5822409207530297,5,0.0025794149061407964,Preprocessor1_Model06
10,312,13,sens,binary,0.998973104821019,5,1.8064899292721397e-4,Preprocessor1_Model06
5,1549,14,accuracy,binary,0.9546574251116547,5,8.667024195123754e-4,Preprocessor1_Model07
5,1549,14,kap,binary,0.007400826988983344,5,0.0010577270423041032,Preprocessor1_Model07
5,1549,14,roc_auc,binary,0.5939072698556134,5,0.0033793782139320983,Preprocessor1_Model07
5,1549,14,sens,binary,0.9997549015170427,5,6.742703070691665e-5,Preprocessor1_Model07
17,1132,14,accuracy,binary,0.954044386954886,5,7.767297539265522e-4,Preprocessor1_Model08
17,1132,14,kap,binary,0.015619786775023603,5,0.0018018950021975095,Preprocessor1_Model08
17,1132,14,roc_auc,binary,0.5928736726869162,5,0.0014849932798093452,Preprocessor1_Model08
17,1132,14,sens,binary,0.9988562910708394,5,1.3426164283529782e-4,Preprocessor1_Model08
19,1751,27,accuracy,binary,0.9545682550894496,5,8.113306879846282e-4,Preprocessor1_Model09
19,1751,27,kap,binary,0.010325095917469418,5,0.00093203620758687425,Preprocessor1_Model09
19,1751,27,roc_auc,binary,0.5980277796075093,5,0.002110660273465663,Preprocessor1_Model09
19,1751,27,sens,binary,0.9995800413464024,5,1.02910746530158e-4,Preprocessor1_Model09
16,1614,27,accuracy,binary,0.9545905466632348,5,8.155409067018021e-4,Preprocessor1_Model10
16,1614,27,kap,binary,0.009043318947528411,5,6.930344295017071e-4,Preprocessor1_Model10
16,1614,27,roc_auc,binary,0.5978548162051014,5,0.002486628523648647,Preprocessor1_Model10
16,1614,27,sens,binary,0.9996383912121977,5,1.3317592512311795e-4,Preprocessor1_Model10
3,288,26,accuracy,binary,0.9546797191701497,5,8.86838206513897e-4,Preprocessor1_Model11
3,288,26,kap,binary,-4.4478652548152195e-5,5,4.4478652548152195e-5,Preprocessor1_Model11
3,288,26,roc_auc,binary,0.5594625718555203,5,0.0013593424660967228,Preprocessor1_Model11
3,288,26,sens,binary,0.9999767198230707,5,2.3280176929341143e-5,Preprocessor1_Model11
7,117,26,accuracy,binary,0.9545905466632348,5,8.754234000980999e-4,Preprocessor1_Model12
7,117,26,kap,binary,0.00471753384475262,5,0.0010896528168489645,Preprocessor1_Model12
7,117,26,roc_auc,binary,0.5654731581918488,5,0.0016236134777122054,Preprocessor1_Model12
7,117,26,sens,binary,0.9997550015139673,5,9.09289100633041e-5,Preprocessor1_Model12
8,929,6,accuracy,binary,0.9539329253588958,5,7.884369116411921e-4,Preprocessor1_Model13
