mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
11,495,12,f_meas,binary,0.8937556495198006,3,6.519666420235877e-4,Preprocessor1_Model29
11,1110,15,accuracy,binary,0.8223135659328555,3,0.0010958985967242912,Preprocessor1_Model30
11,1110,15,f_meas,binary,0.8937575135154912,3,7.139184367034535e-4,Preprocessor1_Model30
4,383,31,accuracy,binary,0.8219536108822962,3,6.076907041350917e-4,Preprocessor1_Model31
4,383,31,f_meas,binary,0.8943329011211062,3,3.7522899580854486e-4,Preprocessor1_Model31
6,1787,30,accuracy,binary,0.8220388664119881,3,8.371241984907915e-4,Preprocessor1_Model32
6,1787,30,f_meas,binary,0.894191580091367,3,6.012117765561414e-4,Preprocessor1_Model32
10,1934,17,accuracy,binary,0.8223419847119389,3,0.0010460422464104036,Preprocessor1_Model33
10,1934,17,f_meas,binary,0.8938716415196765,3,6.57424070747734e-4,Preprocessor1_Model33
1,1834,6,accuracy,binary,0.8225598550194072,3,0.0011945228315121102,Preprocessor1_Model34
1,1834,6,f_meas,binary,0.89398920728486575,3,8.112689994312605e-4,Preprocessor1_Model34
5,1156,4,accuracy,binary,0.8223419874037994,3,0.0011285185314345453,Preprocessor1_Model35
5,1156,4,f_meas,binary,0.8937336265459949,3,7.640477404403539e-4,Preprocessor1_Model35
3,1993,7,accuracy,binary,0.8225788014105015,3,0.0010200300843437125,Preprocessor1_Model36
3,1993,7,f_meas,binary,0.8939504449258919,3,6.96231452354611e-4,Preprocessor1_Model36
6,772,31,accuracy,binary,0.821934670413295,3,6.14653039599289e-4,Preprocessor1_Model37
6,772,31,f_meas,binary,0.8941307170216247,3,4.4007384464502913e-4,Preprocessor1_Model37
9,1029,29,accuracy,binary,0.8219536103439241,3,9.287332136151111e-4,Preprocessor1_Model38
9,1029,29,f_meas,binary,0.8939578043283506,3,6.299548706029813e-4,Preprocessor1_Model38
1,1803,30,accuracy,binary,0.8202201423454228,3,1.2322178793142824e-4,Preprocessor1_Model39
1,1803,30,f_meas,binary,0.8942623319310343,3,2.6088069264149614e-4,Preprocessor1_Model39
14,561,37,accuracy,binary,0.8217736328186445,3,6.663329764505007e-4,Preprocessor1_Model40
14,561,37,f_meas,binary,0.8940647492278606,3,4.073504418281385e-4,Preprocessor1_Model40
15,1249,2,accuracy,binary,0.8224082946580946,3,0.001118751717777143,Preprocessor1_Model41
15,1249,2,f_meas,binary,0.8938170662294329,3,7.659986862192538e-4,Preprocessor1_Model41
11,1270,25,accuracy,binary,0.8219157213303402,3,0.0010303050353579451,Preprocessor1_Model42
11,1270,25,f_meas,binary,0.8937617828309518,3,7.425974164094682e-4,Preprocessor1_Model42
10,367,32,accuracy,binary,0.8216694370891374,3,5.582587225277912e-4,Preprocessor1_Model43
10,367,32,f_meas,binary,0.8939156381989973,3,4.1862684767187433e-4,Preprocessor1_Model43
11,1640,7,accuracy,binary,0.8225503839773485,3,9.369212792402473e-4,Preprocessor1_Model44
11,1640,7,f_meas,binary,0.8939076843160377,3,6.500791535045074e-4,Preprocessor1_Model44
2,1567,10,accuracy,binary,0.8225219643907069,3,0.001081396967559557,Preprocessor1_Model45
2,1567,10,f_meas,binary,0.893966878114441,3,7.347279324609496e-4,Preprocessor1_Model45
4,34,17,accuracy,binary,0.8222472656773977,3,6.830338243851369e-4,Preprocessor1_Model46
4,34,17,f_meas,binary,0.8938439538336673,3,5.673365592890825e-4,Preprocessor1_Model46
11,1883,32,accuracy,binary,0.8221335881383899,3,9.824404628648246e-4,Preprocessor1_Model47
11,1883,32,f_meas,binary,0.8941504207868605,3,6.568339753073539e-4,Preprocessor1_Model47
13,1560,36,accuracy,binary,0.8217925775946225,3,7.282746855236484e-4,Preprocessor1_Model48
13,1560,36,f_meas,binary,0.8940433862477603,3,4.789575270139372e-4,Preprocessor1_Model48
2,1160,6,accuracy,binary,0.8225977464556656,3,0.0010294944608818988,Preprocessor1_Model49
2,1160,6,f_meas,binary,0.8939426634598924,3,6.97499328354258e-4,Preprocessor1_Model49
6,1838,17,accuracy,binary,0.8222283130950242,3,0.001009175169359167,Preprocessor1_Model50
6,1838,17,f_meas,binary,0.8938650098196153,3,6.331931590132791e-4,Preprocessor1_Model50
