min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
8,1,9.118446509034564e-4,7.916153439985901e-8,roc_auc,binary,0.5909232614875721,5,0.004431541606007737,Preprocessor1_Model17
8,1,9.118446509034564e-4,7.916153439985901e-8,sens,binary,1,5,0,Preprocessor1_Model17
2,8,7.224431047433515e-5,0.06723833577490457,accuracy,binary,0.9518122336014195,5,9.163984181939056e-4,Preprocessor1_Model18
2,8,7.224431047433515e-5,0.06723833577490457,kap,binary,0,5,0,Preprocessor1_Model18
2,8,7.224431047433515e-5,0.06723833577490457,roc_auc,binary,0.6051644071478385,5,0.003451946997743114,Preprocessor1_Model18
2,8,7.224431047433515e-5,0.06723833577490457,sens,binary,1,5,0,Preprocessor1_Model18
39,12,0.0665519601345004,2.89615591145715e-7,accuracy,binary,0.9518122336014195,5,9.163984181939056e-4,Preprocessor1_Model19
39,12,0.0665519601345004,2.89615591145715e-7,kap,binary,0,5,0,Preprocessor1_Model19
39,12,0.0665519601345004,2.89615591145715e-7,roc_auc,binary,0.6747298995386265,5,0.00980629976724749,Preprocessor1_Model19
39,12,0.0665519601345004,2.89615591145715e-7,sens,binary,1,5,0,Preprocessor1_Model19
35,13,0.002691549762783653,2.9684919935731076,accuracy,binary,0.9518122336014195,5,9.163984181939056e-4,Preprocessor1_Model20
35,13,0.002691549762783653,2.9684919935731076,kap,binary,0,5,0,Preprocessor1_Model20
35,13,0.002691549762783653,2.9684919935731076,roc_auc,binary,0.6296254386852195,5,0.006686603778054802,Preprocessor1_Model20
35,13,0.002691549762783653,2.9684919935731076,sens,binary,1,5,0,Preprocessor1_Model20
