min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
2,10,0.04292685460886801,1.0957003244273909e-8,accuracy,binary,0.9532777651813947,5,7.411000442904103e-4,Preprocessor1_Model01
2,10,0.04292685460886801,1.0957003244273909e-8,kap,binary,0.013245007478188398,5,0.003050696145748369,Preprocessor1_Model01
2,10,0.04292685460886801,1.0957003244273909e-8,roc_auc,binary,0.7383287723852011,5,0.006095470655977769,Preprocessor1_Model01
2,10,0.04292685460886801,1.0957003244273909e-8,sens,binary,0.9990377842170802,5,7.702497877804211e-5,Preprocessor1_Model01
36,10,2.165989122643124e-10,0.005743060110929271,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model02
36,10,2.165989122643124e-10,0.005743060110929271,kap,binary,0,5,0,Preprocessor1_Model02
36,10,2.165989122643124e-10,0.005743060110929271,roc_auc,binary,0.5,5,0,Preprocessor1_Model02
36,10,2.165989122643124e-10,0.005743060110929271,sens,binary,1,5,0,Preprocessor1_Model02
35,13,9.829331985651529e-10,2.7890861126569844,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model03
35,13,9.829331985651529e-10,2.7890861126569844,kap,binary,0,5,0,Preprocessor1_Model03
35,13,9.829331985651529e-10,2.7890861126569844,roc_auc,binary,0.5,5,0,Preprocessor1_Model03
35,13,9.829331985651529e-10,2.7890861126569844,sens,binary,1,5,0,Preprocessor1_Model03
3,4,4.063347622119042e-9,0.16419462714170946,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model04
3,4,4.063347622119042e-9,0.16419462714170946,kap,binary,0,5,0,Preprocessor1_Model04
3,4,4.063347622119042e-9,0.16419462714170946,roc_auc,binary,0.5,5,0,Preprocessor1_Model04
3,4,4.063347622119042e-9,0.16419462714170946,sens,binary,1,5,0,Preprocessor1_Model04
14,2,4.862203072299891e-4,7.898495643706637e-4,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model05
14,2,4.862203072299891e-4,7.898495643706637e-4,kap,binary,0,5,0,Preprocessor1_Model05
14,2,4.862203072299891e-4,7.898495643706637e-4,roc_auc,binary,0.6107493423218635,5,0.004668086337176096,Preprocessor1_Model05
14,2,4.862203072299891e-4,7.898495643706637e-4,sens,binary,1,5,0,Preprocessor1_Model05
28,3,0.0026956588675718265,1.9439895069124783e-6,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model06
28,3,0.0026956588675718265,1.9439895069124783e-6,kap,binary,0,5,0,Preprocessor1_Model06
28,3,0.0026956588675718265,1.9439895069124783e-6,roc_auc,binary,0.627265732490228,5,0.0068017399791478845,Preprocessor1_Model06
28,3,0.0026956588675718265,1.9439895069124783e-6,sens,binary,1,5,0,Preprocessor1_Model06
36,10,4.104581394892337e-9,0.6106327110354578,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model07
36,10,4.104581394892337e-9,0.6106327110354578,kap,binary,0,5,0,Preprocessor1_Model07
36,10,4.104581394892337e-9,0.6106327110354578,roc_auc,binary,0.5,5,0,Preprocessor1_Model07
36,10,4.104581394892337e-9,0.6106327110354578,sens,binary,1,5,0,Preprocessor1_Model07
13,6,0.002388154702727524,2.561559939418847e-9,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model08
13,6,0.002388154702727524,2.561559939418847e-9,kap,binary,0,5,0,Preprocessor1_Model08
13,6,0.002388154702727524,2.561559939418847e-9,roc_auc,binary,0.6484187107348621,5,0.007705360007245292,Preprocessor1_Model08
13,6,0.002388154702727524,2.561559939418847e-9,sens,binary,1,5,0,Preprocessor1_Model08
33,6,7.262241426369989e-7,1.0368613183725158e-6,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model09
33,6,7.262241426369989e-7,1.0368613183725158e-6,kap,binary,0,5,0,Preprocessor1_Model09
33,6,7.262241426369989e-7,1.0368613183725158e-6,roc_auc,binary,0.6214991916304272,5,0.0052674757028140515,Preprocessor1_Model09
33,6,7.262241426369989e-7,1.0368613183725158e-6,sens,binary,1,5,0,Preprocessor1_Model09
26,3,9.198008013791142e-8,0.0017204142726209677,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model10
26,3,9.198008013791142e-8,0.0017204142726209677,kap,binary,0,5,0,Preprocessor1_Model10
26,3,9.198008013791142e-8,0.0017204142726209677,roc_auc,binary,0.6158458538929217,5,0.006070574844100583,Preprocessor1_Model10
26,3,9.198008013791142e-8,0.0017204142726209677,sens,binary,1,5,0,Preprocessor1_Model10
6,4,2.8334163471142404e-4,2.1024243741002797,accuracy,binary,0.9537741675186197,5,7.15983425222663e-4,Preprocessor1_Model11
6,4,2.8334163471142404e-4,2.1024243741002797,kap,binary,0.0010916410916411046,5,0.0010916410916411046,Preprocessor1_Model11
6,4,2.8334163471142404e-4,2.1024243741002797,roc_auc,binary,0.6194288360616076,5,0.005664413908469903,Preprocessor1_Model11
6,4,2.8334163471142404e-4,2.1024243741002797,sens,binary,0.9999211791597699,5,7.882084023016488e-5,Preprocessor1_Model11
29,8,3.8769912782606e-6,1.9656877454224846,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model12
29,8,3.8769912782606e-6,1.9656877454224846,kap,binary,0,5,0,Preprocessor1_Model12
29,8,3.8769912782606e-6,1.9656877454224846,roc_auc,binary,0.6199467370004035,5,0.0062704868534038324,Preprocessor1_Model12
29,8,3.8769912782606e-6,1.9656877454224846,sens,binary,1,5,0,Preprocessor1_Model12
20,7,2.2921826532487463e-10,2.6853458471776515,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model13
20,7,2.2921826532487463e-10,2.6853458471776515,kap,binary,0,5,0,Preprocessor1_Model13
20,7,2.2921826532487463e-10,2.6853458471776515,roc_auc,binary,0.5,5,0,Preprocessor1_Model13
20,7,2.2921826532487463e-10,2.6853458471776515,sens,binary,1,5,0,Preprocessor1_Model13
39,10,2.2492511411419176e-4,1.3915929996224074e-9,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model14
39,10,2.2492511411419176e-4,1.3915929996224074e-9,kap,binary,0,5,0,Preprocessor1_Model14
39,10,2.2492511411419176e-4,1.3915929996224074e-9,roc_auc,binary,0.6282835805816336,5,0.004441726032069184,Preprocessor1_Model14
39,10,2.2492511411419176e-4,1.3915929996224074e-9,sens,binary,1,5,0,Preprocessor1_Model14
8,9,3.3335205637692786e-7,1.559886058089186,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model15
8,9,3.3335205637692786e-7,1.559886058089186,kap,binary,0,5,0,Preprocessor1_Model15
8,9,3.3335205637692786e-7,1.559886058089186,roc_auc,binary,0.6194919872689045,5,0.006139844076017389,Preprocessor1_Model15
8,9,3.3335205637692786e-7,1.559886058089186,sens,binary,1,5,0,Preprocessor1_Model15
24,4,3.787582334967271e-9,1.326596200963731,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model16
24,4,3.787582334967271e-9,1.326596200963731,kap,binary,0,5,0,Preprocessor1_Model16
24,4,3.787582334967271e-9,1.326596200963731,roc_auc,binary,0.5,5,0,Preprocessor1_Model16
24,4,3.787582334967271e-9,1.326596200963731,sens,binary,1,5,0,Preprocessor1_Model16
40,6,0.045964366009424655,0.01741236214707455,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model17
40,6,0.045964366009424655,0.01741236214707455,kap,binary,0,5,0,Preprocessor1_Model17
40,6,0.045964366009424655,0.01741236214707455,roc_auc,binary,0.6988703553520345,5,0.008009221177520166,Preprocessor1_Model17
40,6,0.045964366009424655,0.01741236214707455,sens,binary,1,5,0,Preprocessor1_Model17
8,9,0.08038419828735902,2.2945207410009707,accuracy,binary,0.9537591254006894,5,7.151064576663108e-4,Preprocessor1_Model18
8,9,0.08038419828735902,2.2945207410009707,kap,binary,4.7208402919463044e-4,5,4.720840291946304e-4,Preprocessor1_Model18
8,9,0.08038419828735902,2.2945207410009707,roc_auc,binary,0.7114439399738574,5,0.008464782075539155,Preprocessor1_Model18
8,9,0.08038419828735902,2.2945207410009707,sens,binary,0.9999211791597699,5,7.882084023016488e-5,Preprocessor1_Model18
19,13,0.0024098956625357164,3.151461760939988e-4,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model19
19,13,0.0024098956625357164,3.151461760939988e-4,kap,binary,0,5,0,Preprocessor1_Model19
19,13,0.0024098956625357164,3.151461760939988e-4,roc_auc,binary,0.6808475629537458,5,0.008487319187609092,Preprocessor1_Model19
19,13,0.0024098956625357164,3.151461760939988e-4,sens,binary,1,5,0,Preprocessor1_Model19
31,2,2.418049824536588e-8,5.85496646443888e-6,accuracy,binary,0.9538192938724103,5,7.20494626716983e-4,Preprocessor1_Model20
31,2,2.418049824536588e-8,5.85496646443888e-6,kap,binary,0,5,0,Preprocessor1_Model20
31,2,2.418049824536588e-8,5.85496646443888e-6,roc_auc,binary,0.5995660281544021,5,0.005945699780140071,Preprocessor1_Model20
31,2,2.418049824536588e-8,5.85496646443888e-6,sens,binary,1,5,0,Preprocessor1_Model20
