mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
8,1368,25,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model01
8,1368,25,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model01
6,532,23,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model02
6,532,23,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model02
8,1895,7,accuracy,binary,0.9517774765457233,3,7.879683683398387e-4,Preprocessor1_Model03
8,1895,7,f_meas,binary,0.9752926879522288,3,4.1353598839137344e-4,Preprocessor1_Model03
2,1268,10,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model04
2,1268,10,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model04
3,78,38,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model05
3,78,38,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model05
4,1644,28,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model06
4,1644,28,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model06
5,1441,31,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model07
5,1441,31,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model07
3,199,3,accuracy,binary,0.9517427651715589,3,7.063140086793283e-4,Preprocessor1_Model08
3,199,3,f_meas,binary,0.9752745293186648,3,3.7071990520203403e-4,Preprocessor1_Model08
4,696,16,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model09
4,696,16,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model09
4,829,31,accuracy,binary,0.9518121951514241,3,7.748202521807718e-4,Preprocessor1_Model10
4,829,31,f_meas,binary,0.9753109263784888,3,4.0663166018586644e-4,Preprocessor1_Model10
