mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
4,431,36,accuracy,binary,0.9538193206151646,3,5.487039154277281e-4,Preprocessor1_Model01
4,431,36,f_meas,binary,0.9763637331677638,3,2.874220516555914e-4,Preprocessor1_Model01
1,1389,4,accuracy,binary,0.9538193206151646,3,5.487039154277281e-4,Preprocessor1_Model02
1,1389,4,f_meas,binary,0.9763637331677638,3,2.874220516555914e-4,Preprocessor1_Model02
2,1807,3,accuracy,binary,0.953789235021651,3,5.026649976992435e-4,Preprocessor1_Model03
2,1807,3,f_meas,binary,0.9763461864447808,3,2.6285452521311755e-4,Preprocessor1_Model03
3,1930,26,accuracy,binary,0.9538193206151646,3,5.487039154277281e-4,Preprocessor1_Model04
3,1930,26,f_meas,binary,0.9763633778703887,3,2.87081401205096e-4,Preprocessor1_Model04
4,508,3,accuracy,binary,0.9534432534115516,3,3.512149786671102e-4,Preprocessor1_Model05
4,508,3,f_meas,binary,0.9761575932963449,3,1.835029680067913e-4,Preprocessor1_Model05
3,462,12,accuracy,binary,0.953789235021651,3,5.026649976992435e-4,Preprocessor1_Model06
3,462,12,f_meas,binary,0.9763461864447808,3,2.6285452521311755e-4,Preprocessor1_Model06
1,349,9,accuracy,binary,0.9538193206151646,3,5.487039154277281e-4,Preprocessor1_Model07
1,349,9,f_meas,binary,0.9763637331677638,3,2.874220516555914e-4,Preprocessor1_Model07
5,771,27,accuracy,binary,0.9538193206151646,3,5.487039154277281e-4,Preprocessor1_Model08
5,771,27,f_meas,binary,0.9763633778703887,3,2.87081401205096e-4,Preprocessor1_Model08
1,163,26,accuracy,binary,0.9538193206151646,3,5.487039154277281e-4,Preprocessor1_Model09
1,163,26,f_meas,binary,0.9763637331677638,3,2.874220516555914e-4,Preprocessor1_Model09
5,1209,34,accuracy,binary,0.9538193206151646,3,5.487039154277281e-4,Preprocessor1_Model10
5,1209,34,f_meas,binary,0.9763637331677638,3,2.874220516555914e-4,Preprocessor1_Model10
