min_n,tree_depth,learn_rate,loss_reduction,.metric,.estimator,mean,n,std_err,.config
7,1,1.255207354771559e-5,4.4324892705761185e-6,sens,binary,1,5,0,Preprocessor1_Model06
30,12,7.539858812481359e-4,7.946976945860282e-7,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model07
30,12,7.539858812481359e-4,7.946976945860282e-7,kap,binary,0,5,0,Preprocessor1_Model07
30,12,7.539858812481359e-4,7.946976945860282e-7,roc_auc,binary,0.6440929435951407,5,0.0053775076446461395,Preprocessor1_Model07
30,12,7.539858812481359e-4,7.946976945860282e-7,sens,binary,1,5,0,Preprocessor1_Model07
4,10,2.4433773615066186e-9,1.2297147015945983e-4,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model08
4,10,2.4433773615066186e-9,1.2297147015945983e-4,kap,binary,0,5,0,Preprocessor1_Model08
4,10,2.4433773615066186e-9,1.2297147015945983e-4,roc_auc,binary,0.5,5,0,Preprocessor1_Model08
4,10,2.4433773615066186e-9,1.2297147015945983e-4,sens,binary,1,5,0,Preprocessor1_Model08
4,6,1.2248103386268098e-6,1.473576777279062e-10,accuracy,binary,0.9546908152628466,5,0.0010116795706557324,Preprocessor1_Model09
4,6,1.2248103386268098e-6,1.473576777279062e-10,kap,binary,4.6124805858225313e-4,5,4.6124805858225313e-4,Preprocessor1_Model09
4,6,1.2248103386268098e-6,1.473576777279062e-10,roc_auc,binary,0.6076586686485058,5,0.0026787448856540772,Preprocessor1_Model09
4,6,1.2248103386268098e-6,1.473576777279062e-10,sens,binary,0.9999767293036244,5,2.3270696375599088e-5,Preprocessor1_Model09
28,9,2.213585377630101e-4,1.7786442039702678e-10,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model10
28,9,2.213585377630101e-4,1.7786442039702678e-10,kap,binary,0,5,0,Preprocessor1_Model10
28,9,2.213585377630101e-4,1.7786442039702678e-10,roc_auc,binary,0.6213709461856616,5,0.0021058286126773356,Preprocessor1_Model10
28,9,2.213585377630101e-4,1.7786442039702678e-10,sens,binary,1,5,0,Preprocessor1_Model10
31,11,1.7770441181576177e-4,0.0018006884933403126,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model11
31,11,1.7770441181576177e-4,0.0018006884933403126,kap,binary,0,5,0,Preprocessor1_Model11
31,11,1.7770441181576177e-4,0.0018006884933403126,roc_auc,binary,0.6222891128428104,5,0.002685047912015334,Preprocessor1_Model11
31,11,1.7770441181576177e-4,0.0018006884933403126,sens,binary,1,5,0,Preprocessor1_Model11
2,10,2.412184118871237e-10,3.4580912819051456e-10,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model12
2,10,2.412184118871237e-10,3.4580912819051456e-10,kap,binary,0,5,0,Preprocessor1_Model12
2,10,2.412184118871237e-10,3.4580912819051456e-10,roc_auc,binary,0.5,5,0,Preprocessor1_Model12
2,10,2.412184118871237e-10,3.4580912819051456e-10,sens,binary,1,5,0,Preprocessor1_Model12
29,6,1.2422301256457255e-5,2.330604606486984e-6,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model13
29,6,1.2422301256457255e-5,2.330604606486984e-6,kap,binary,0,5,0,Preprocessor1_Model13
29,6,1.2422301256457255e-5,2.330604606486984e-6,roc_auc,binary,0.6073157454864605,5,0.002895450703549102,Preprocessor1_Model13
29,6,1.2422301256457255e-5,2.330604606486984e-6,sens,binary,1,5,0,Preprocessor1_Model13
9,14,1.0139224410542222e-4,5.856693922479115e-10,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model14
9,14,1.0139224410542222e-4,5.856693922479115e-10,kap,binary,0,5,0,Preprocessor1_Model14
9,14,1.0139224410542222e-4,5.856693922479115e-10,roc_auc,binary,0.6227939094407251,5,0.002208820551505568,Preprocessor1_Model14
9,14,1.0139224410542222e-4,5.856693922479115e-10,sens,binary,1,5,0,Preprocessor1_Model14
7,14,5.695419968853351e-7,5.1752554956054644e-9,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model15
7,14,5.695419968853351e-7,5.1752554956054644e-9,kap,binary,0.0013644161513763464,5,0.0013644161513763464,Preprocessor1_Model15
7,14,5.695419968853351e-7,5.1752554956054644e-9,roc_auc,binary,0.6193264922162108,5,0.0021577904082948724,Preprocessor1_Model15
7,14,5.695419968853351e-7,5.1752554956054644e-9,sens,binary,0.9999650104968509,5,3.498950314906324e-5,Preprocessor1_Model15
36,6,0.0010194391120929493,1.1624091612674587e-5,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model16
36,6,0.0010194391120929493,1.1624091612674587e-5,kap,binary,0,5,0,Preprocessor1_Model16
36,6,0.0010194391120929493,1.1624091612674587e-5,roc_auc,binary,0.6259851271003557,5,0.005317600901488953,Preprocessor1_Model16
36,6,0.0010194391120929493,1.1624091612674587e-5,sens,binary,1,5,0,Preprocessor1_Model16
35,6,3.056738470953782e-5,8.236635185560718e-9,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model17
35,6,3.056738470953782e-5,8.236635185560718e-9,kap,binary,0,5,0,Preprocessor1_Model17
35,6,3.056738470953782e-5,8.236635185560718e-9,roc_auc,binary,0.6078945936561729,5,0.002453457349970051,Preprocessor1_Model17
35,6,3.056738470953782e-5,8.236635185560718e-9,sens,binary,1,5,0,Preprocessor1_Model17
40,15,0.004366517076966759,2.8032424270257512e-5,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model18
40,15,0.004366517076966759,2.8032424270257512e-5,kap,binary,0,5,0,Preprocessor1_Model18
40,15,0.004366517076966759,2.8032424270257512e-5,roc_auc,binary,0.6840625017507338,5,0.004044920764949201,Preprocessor1_Model18
40,15,0.004366517076966759,2.8032424270257512e-5,sens,binary,1,5,0,Preprocessor1_Model18
16,15,3.088072765228764e-9,8.601952896821881e-5,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model19
16,15,3.088072765228764e-9,8.601952896821881e-5,kap,binary,0,5,0,Preprocessor1_Model19
16,15,3.088072765228764e-9,8.601952896821881e-5,roc_auc,binary,0.5,5,0,Preprocessor1_Model19
16,15,3.088072765228764e-9,8.601952896821881e-5,sens,binary,1,5,0,Preprocessor1_Model19
32,7,0.024140103981959784,6.155051002970466e-7,accuracy,binary,0.9547019610497393,5,0.0010204562960837505,Preprocessor1_Model20
32,7,0.024140103981959784,6.155051002970466e-7,kap,binary,0,5,0,Preprocessor1_Model20
32,7,0.024140103981959784,6.155051002970466e-7,roc_auc,binary,0.6890646324877118,5,0.0044902383469821614,Preprocessor1_Model20
32,7,0.024140103981959784,6.155051002970466e-7,sens,binary,1,5,0,Preprocessor1_Model20
