mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
10,686,36,accuracy,binary,0.9537741188679185,5,0.0010280166470566592,Preprocessor1_Model01
10,686,36,kap,binary,0.008163272879081408,5,0.0012146379597791882,Preprocessor1_Model01
10,686,36,roc_auc,binary,0.5798343580902598,5,0.005292643793348662,Preprocessor1_Model01
10,686,36,sens,binary,0.9997320239438645,5,3.9961976236501434e-5,Preprocessor1_Model01
1,888,40,accuracy,binary,0.9538192452217091,5,0.0010453284598579938,Preprocessor1_Model02
1,888,40,kap,binary,0,5,0,Preprocessor1_Model02
1,888,40,roc_auc,binary,0.5756461577047263,5,0.00550052079308295,Preprocessor1_Model02
1,888,40,sens,binary,1,5,0,Preprocessor1_Model02
1,630,23,accuracy,binary,0.9537741166050953,5,0.0010608112617380397,Preprocessor1_Model03
1,630,23,kap,binary,0.0010568786485253944,5,0.0011707582745200317,Preprocessor1_Model03
1,630,23,roc_auc,binary,0.578378763737189,5,0.005645628191670989,Preprocessor1_Model03
1,630,23,sens,binary,0.9999210381689837,5,3.534462897587444e-5,Preprocessor1_Model03
3,35,5,accuracy,binary,0.9530972031956496,5,9.743472547813441e-4,Preprocessor1_Model04
3,35,5,kap,binary,0.026974974008208162,5,0.0019447539217120628,Preprocessor1_Model04
3,35,5,roc_auc,binary,0.5529665437738885,5,0.002442312827040083,Preprocessor1_Model04
3,35,5,sens,binary,0.9984547988065707,5,1.5216701831899943e-4,Preprocessor1_Model04
7,609,5,accuracy,binary,0.9532175412705028,5,0.0010129177031353543,Preprocessor1_Model05
7,609,5,kap,binary,0.028345259679684133,5,0.002294292794168431,Preprocessor1_Model05
7,609,5,roc_auc,binary,0.5858420735362333,5,0.006776284969475939,Preprocessor1_Model05
7,609,5,sens,binary,0.9985492290689864,5,1.6824831955060385e-4,Preprocessor1_Model05
8,87,5,accuracy,binary,0.9530219914745869,5,9.690949147221575e-4,Preprocessor1_Model06
8,87,5,kap,binary,0.02774442346229289,5,0.0026306527982810236,Preprocessor1_Model06
8,87,5,roc_auc,binary,0.5675174144662435,5,0.0028447253657419994,Preprocessor1_Model06
8,87,5,sens,binary,0.9983442304312381,5,1.2683476292038088e-4,Preprocessor1_Model06
2,28,36,accuracy,binary,0.9537289902513046,5,0.0010194073203284874,Preprocessor1_Model07
2,28,36,kap,binary,0.005065604039495986,5,0.0025682051382178712,Preprocessor1_Model07
2,28,36,roc_auc,binary,0.5394557849208858,5,0.00213718444233417,Preprocessor1_Model07
2,28,36,sens,binary,0.9997635302840819,5,4.971839447209942e-5,Preprocessor1_Model07
1,1500,3,accuracy,binary,0.9536989071468559,5,9.981306683283454e-4,Preprocessor1_Model08
1,1500,3,kap,binary,0.013022097353800176,5,0.0028179556399508887,Preprocessor1_Model08
1,1500,3,roc_auc,binary,0.58977789975584,5,0.005327288848543351,Preprocessor1_Model08
1,1500,3,sens,binary,0.9995111666994455,5,5.2184015477314174e-5,Preprocessor1_Model08
5,951,37,accuracy,binary,0.9537741177365069,5,0.0010387053941217647,Preprocessor1_Model09
5,951,37,kap,binary,0.00704233099822602,5,0.0016178584704697723,Preprocessor1_Model09
5,951,37,roc_auc,binary,0.5850790632959636,5,0.0052361745566143324,Preprocessor1_Model09
5,951,37,sens,binary,0.9997635771504592,5,5.5558961004920836e-5,Preprocessor1_Model09
7,251,10,accuracy,binary,0.9533077962409074,5,0.0010296489505943925,Preprocessor1_Model10
7,251,10,kap,binary,0.027520468066002148,5,0.0031118060019887706,Preprocessor1_Model10
7,251,10,roc_auc,binary,0.5770837300971646,5,0.004166941298202151,Preprocessor1_Model10
7,251,10,sens,binary,0.9986754205057957,5,1.6986531080722195e-4,Preprocessor1_Model10
8,1208,39,accuracy,binary,0.9537440335006465,5,0.0010311521323588938,Preprocessor1_Model11
8,1208,39,kap,binary,0.006936816311477334,5,0.0018953488342094652,Preprocessor1_Model11
8,1208,39,roc_auc,binary,0.5886302559742373,5,0.004608067020969072,Preprocessor1_Model11
8,1208,39,sens,binary,0.9997320239438645,5,3.9961976236501434e-5,Preprocessor1_Model11
