mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
9,1045,13,accuracy,binary,0.953277715399282,5,9.393870463922681e-4,Preprocessor1_Model12
9,1045,13,kap,binary,0.018777777716358513,5,0.004133674876243761,Preprocessor1_Model12
9,1045,13,roc_auc,binary,0.5902277122603691,5,0.004133570496502884,Preprocessor1_Model12
9,1045,13,sens,binary,0.9988805299376207,5,2.0173806653727151e-4,Preprocessor1_Model12
8,508,34,accuracy,binary,0.9537289925141279,5,9.960844512463124e-4,Preprocessor1_Model13
8,508,34,kap,binary,0.007914613199017406,5,0.0019422935042991349,Preprocessor1_Model13
8,508,34,roc_auc,binary,0.5788577685103217,5,0.0030261237970774855,Preprocessor1_Model13
8,508,34,sens,binary,0.9996846816790873,5,3.5063575199342705e-5,Preprocessor1_Model13
5,1043,19,accuracy,binary,0.9537139481333744,5,0.001001260737015722,Preprocessor1_Model14
5,1043,19,kap,binary,0.01305028560793282,5,0.002135901757775495,Preprocessor1_Model14
5,1043,19,roc_auc,binary,0.5886669339583221,5,0.005837722916941945,Preprocessor1_Model14
5,1043,19,sens,binary,0.9995268999545458,5,4.982810072763461e-5,Preprocessor1_Model14
11,908,40,accuracy,binary,0.9537289913827163,5,0.0010227191643442104,Preprocessor1_Model15
11,908,40,kap,binary,0.007525123445178772,5,0.001638028951649036,Preprocessor1_Model15
11,908,40,roc_auc,binary,0.5837823909805928,5,0.0056658235168894995,Preprocessor1_Model15
11,908,40,sens,binary,0.9997005650370615,5,5.761787535533957e-5,Preprocessor1_Model15
2,223,13,accuracy,binary,0.9534732629323747,5,0.0010335586701008675,Preprocessor1_Model16
2,223,13,kap,binary,0.013078842928209933,5,0.0024004390926721008,Preprocessor1_Model16
2,223,13,roc_auc,binary,0.5724589339991146,5,0.0041374188479698665,Preprocessor1_Model16
2,223,13,sens,binary,0.9992586796207963,5,1.667412751740554e-4,Preprocessor1_Model16
8,1186,35,accuracy,binary,0.9537741188679185,5,0.0010280166470566592,Preprocessor1_Model17
8,1186,35,kap,binary,0.009308353278756742,5,0.001761200068035775,Preprocessor1_Model17
8,1186,35,roc_auc,binary,0.5886162566571123,5,0.005941814731978111,Preprocessor1_Model17
8,1186,35,sens,binary,0.99970047073727,5,4.58075390554147e-5,Preprocessor1_Model17
1,1717,12,accuracy,binary,0.9538342862082277,5,0.0010663490359087873,Preprocessor1_Model18
1,1717,12,kap,binary,0.0065994734053964835,5,0.0015458995984907256,Preprocessor1_Model18
1,1717,12,roc_auc,binary,0.586952023004378,5,0.004721672874489392,Preprocessor1_Model18
1,1717,12,sens,binary,0.9998423190007769,5,6.581489016483403e-5,Preprocessor1_Model18
9,413,15,accuracy,binary,0.9533378861338261,5,9.276251614452449e-4,Preprocessor1_Model19
9,413,15,kap,binary,0.01838525481611599,5,0.0040146883412650195,Preprocessor1_Model19
9,413,15,roc_auc,binary,0.581366629039572,5,0.005545543612312249,Preprocessor1_Model19
9,413,15,sens,binary,0.9989594503187633,5,1.660227407634089e-4,Preprocessor1_Model19
3,695,2,accuracy,binary,0.9532175401390912,5,0.0010273484748101734,Preprocessor1_Model20
3,695,2,kap,binary,0.028356595672609952,5,0.004207168587654765,Preprocessor1_Model20
3,695,2,roc_auc,binary,0.5871075593614269,5,0.004518921483269913,Preprocessor1_Model20
3,695,2,sens,binary,0.9985492166933346,5,1.5285869890641204e-4,Preprocessor1_Model20
