mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
2,1668,38,accuracy,binary,0.95387948026214,3,2.900276490043231e-4,Preprocessor1_Model01
2,1668,38,f_meas,binary,0.976392818880951,3,1.5223131828714126e-4,Preprocessor1_Model01
5,565,7,accuracy,binary,0.9525406876426248,3,3.615039313376246e-4,Preprocessor1_Model02
5,565,7,f_meas,binary,0.9756750955235295,3,1.9163070717829493e-4,Preprocessor1_Model02
4,1518,10,accuracy,binary,0.9526459851834426,3,3.4025172441956515e-4,Preprocessor1_Model03
4,1518,10,f_meas,binary,0.975730389639578,3,1.8010764278727554e-4,Preprocessor1_Model03
4,1930,32,accuracy,binary,0.9536839306925676,3,3.684499562495045e-4,Preprocessor1_Model04
4,1930,32,f_meas,binary,0.9762881155247279,3,1.9434553242408912e-4,Preprocessor1_Model04
4,1563,30,accuracy,binary,0.9536839306925676,3,3.684499562495045e-4,Preprocessor1_Model05
4,1563,30,f_meas,binary,0.9762881155247279,3,1.9434553242408912e-4,Preprocessor1_Model05
4,178,9,accuracy,binary,0.9526008561143456,3,4.532595476673704e-4,Preprocessor1_Model06
4,178,9,f_meas,binary,0.9757032983161158,3,2.3814969024675843e-4,Preprocessor1_Model06
1,1350,9,accuracy,binary,0.9527362385698503,3,0.00033129508262289687,Preprocessor1_Model07
1,1350,9,f_meas,binary,0.9757844814048834,3,1.7594687841064634e-4,Preprocessor1_Model07
1,1667,6,accuracy,binary,0.9526159002687555,3,3.5071617014701236e-4,Preprocessor1_Model08
1,1667,6,f_meas,binary,0.9757153324599519,3,1.861186134654435e-4,Preprocessor1_Model08
3,383,37,accuracy,binary,0.9537741834001489,3,3.358594904013591e-4,Preprocessor1_Model09
3,383,37,f_meas,binary,0.9763365255368273,3,1.7702712668641086e-4,Preprocessor1_Model09
1,613,18,accuracy,binary,0.9535635883185135,3,3.9408173330205006e-4,Preprocessor1_Model10
1,613,18,f_meas,binary,0.9762246684272671,3,2.0749170817880018e-4,Preprocessor1_Model10
