mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
2,1507,36,accuracy,binary,0.9538493668367372,3,0.0013448193594862887,Preprocessor1_Model01
2,1507,36,f_meas,binary,0.9763772540871212,3,7.042586185177979e-4,Preprocessor1_Model01
4,642,13,accuracy,binary,0.9535184354904866,3,0.0012682715221112063,Preprocessor1_Model02
4,642,13,f_meas,binary,0.976199837248512,3,6.658366261390311e-4,Preprocessor1_Model02
3,695,17,accuracy,binary,0.953729029214469,3,0.0012314656323202011,Preprocessor1_Model03
3,695,17,f_meas,binary,0.9763124968690939,3,6.455767261569146e-4,Preprocessor1_Model03
3,129,8,accuracy,binary,0.9534883465028403,3,0.0013757429715275137,Preprocessor1_Model04
3,129,8,f_meas,binary,0.976182138104337,3,7.212490665454738e-4,Preprocessor1_Model04
3,356,25,accuracy,binary,0.9538794524302507,3,0.0013153798576389696,Preprocessor1_Model05
3,356,25,f_meas,binary,0.9763922881762523,3,6.895465077695834e-4,Preprocessor1_Model05
4,2,35,accuracy,binary,0.9529768995590289,3,0.0012856123747637582,Preprocessor1_Model06
4,2,35,f_meas,binary,0.9759136529546815,3,6.749583275766039e-4,Preprocessor1_Model06
3,707,29,accuracy,binary,0.9538794524302507,3,0.0013153798576389696,Preprocessor1_Model07
3,707,29,f_meas,binary,0.9763922881762523,3,6.895465077695834e-4,Preprocessor1_Model07
3,1454,16,accuracy,binary,0.9537139864177122,3,0.001246264820121496,Preprocessor1_Model08
3,1454,16,f_meas,binary,0.9763042088487329,3,6.537324668231994e-4,Preprocessor1_Model08
5,1236,18,accuracy,binary,0.9536839015030252,3,0.0012514252925031218,Preprocessor1_Model09
5,1236,18,f_meas,binary,0.9762884350042497,3,6.564748000664464e-4,Preprocessor1_Model09
6,1652,15,accuracy,binary,0.9536237343889575,3,0.0012083159800476261,Preprocessor1_Model10
6,1652,15,f_meas,binary,0.9762558878072171,3,6.334782538561842e-4,Preprocessor1_Model10
