mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
10,1049,39,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model01
10,1049,39,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model01
10,1049,39,roc_auc,binary,0.5687895087030949,5,0.004688790122663526,Preprocessor1_Model01
10,1049,39,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model01
10,1337,35,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model02
10,1337,35,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model02
10,1337,35,roc_auc,binary,0.5722464956882138,5,0.0038547435280467664,Preprocessor1_Model02
10,1337,35,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model02
9,266,21,accuracy,binary,0.9516733627938823,5,8.726269601219956e-4,Preprocessor1_Model03
9,266,21,kap,binary,0.006097187989485109,5,0.004811472007335399,Preprocessor1_Model03
9,266,21,roc_auc,binary,0.5430585050880834,5,0.005722998024830404,Preprocessor1_Model03
9,266,21,sens,binary,0.9996719113679168,5,1.768263663367638e-4,Preprocessor1_Model03
8,670,20,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model04
8,670,20,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model04
8,670,20,roc_auc,binary,0.5568662007169102,5,0.006038688794989606,Preprocessor1_Model04
8,670,20,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model04
10,1949,38,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model05
10,1949,38,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model05
10,1949,38,roc_auc,binary,0.5709891963786836,5,0.005675727056452157,Preprocessor1_Model05
10,1949,38,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model05
4,1671,9,accuracy,binary,0.9512567684526221,5,8.130757999583759e-4,Preprocessor1_Model06
4,1671,9,kap,binary,0.006558754575833103,5,0.0046822491582242205,Preprocessor1_Model06
4,1671,9,roc_auc,binary,0.5694934752723714,5,0.003210770162353588,Preprocessor1_Model06
4,1671,9,sens,binary,0.999198082352843,5,2.2724623790651018e-4,Preprocessor1_Model06
6,1937,29,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model07
6,1937,29,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model07
6,1937,29,roc_auc,binary,0.5708121017616888,5,0.006185421641127115,Preprocessor1_Model07
6,1937,29,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model07
2,1134,30,accuracy,binary,0.9518122336014195,5,9.163984181939056e-4,Preprocessor1_Model08
2,1134,30,kap,binary,0,5,0,Preprocessor1_Model08
2,1134,30,roc_auc,binary,0.5605912186350915,5,0.005835482980751072,Preprocessor1_Model08
2,1134,30,sens,binary,1,5,0,Preprocessor1_Model08
4,1778,9,accuracy,binary,0.951326200842832,5,7.498823160385379e-4,Preprocessor1_Model09
4,1778,9,kap,binary,0.006696782570801596,5,0.004630575959511144,Preprocessor1_Model09
4,1778,9,roc_auc,binary,0.5755142971296171,5,0.004221203759087658,Preprocessor1_Model09
4,1778,9,sens,binary,0.9992712753995037,5,2.700970518288223e-4,Preprocessor1_Model09
7,529,37,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model10
7,529,37,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model10
7,529,37,roc_auc,binary,0.5545130254435323,5,0.006724748573110297,Preprocessor1_Model10
7,529,37,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model10
11,1418,5,accuracy,binary,0.9508054398349052,5,9.079970154756147e-4,Preprocessor1_Model11
11,1418,5,kap,binary,0.005626609095574375,5,0.004653366393053091,Preprocessor1_Model11
11,1418,5,roc_auc,binary,0.5671343413728123,5,0.0059647966907702375,Preprocessor1_Model11
11,1418,5,sens,binary,0.9987235084586809,5,1.8205563032071365e-4,Preprocessor1_Model11
4,822,17,accuracy,binary,0.9516733627938823,5,8.726269601219956e-4,Preprocessor1_Model12
4,822,17,kap,binary,0.006097187989485109,5,0.004811472007335399,Preprocessor1_Model12
4,822,17,roc_auc,binary,0.565053280709512,5,0.0037687322902673352,Preprocessor1_Model12
4,822,17,sens,binary,0.9996719113679168,5,1.768263663367638e-4,Preprocessor1_Model12
4,1711,11,accuracy,binary,0.9515692142085672,5,8.505441611642977e-4,Preprocessor1_Model13
4,1711,11,kap,binary,0.008402173843701144,5,0.004257064322850192,Preprocessor1_Model13
4,1711,11,roc_auc,binary,0.5723110416388842,5,0.003343120352778489,Preprocessor1_Model13
4,1711,11,sens,binary,0.9994895422498343,5,1.4585100756314654e-4,Preprocessor1_Model13
7,135,19,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model14
7,135,19,kap,binary,0.0023565981710176763,5,0.0015151144676258791,Preprocessor1_Model14
7,135,19,roc_auc,binary,0.540397275640986,5,0.006471589721722969,Preprocessor1_Model14
7,135,19,sens,binary,0.9998177965964113,5,9.964048424763791e-5,Preprocessor1_Model14
4,1155,28,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model15
4,1155,28,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model15
4,1155,28,roc_auc,binary,0.5664567163546688,5,0.0067678783021333224,Preprocessor1_Model15
4,1155,28,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model15
6,1297,10,accuracy,binary,0.951222052257517,5,8.450398117076756e-4,Preprocessor1_Model16
6,1297,10,kap,binary,0.006490362511792891,5,0.0047091419690088315,Preprocessor1_Model16
6,1297,10,roc_auc,binary,0.5664408170392046,5,0.0029314692363307444,Preprocessor1_Model16
6,1297,10,sens,binary,0.9991614858295128,5,2.1213907424204133e-4,Preprocessor1_Model16
10,289,40,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model17
10,289,40,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model17
10,289,40,roc_auc,binary,0.5410818727926163,5,0.004550462303833804,Preprocessor1_Model17
10,289,40,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model17
2,1162,25,accuracy,binary,0.9518122336014195,5,9.163984181939056e-4,Preprocessor1_Model18
2,1162,25,kap,binary,0,5,0,Preprocessor1_Model18
2,1162,25,roc_auc,binary,0.5693999425125241,5,0.004194613021852412,Preprocessor1_Model18
2,1162,25,sens,binary,1,5,0,Preprocessor1_Model18
7,565,39,accuracy,binary,0.9517080850161045,5,8.687523118731153e-4,Preprocessor1_Model19
7,565,39,kap,binary,0.0011514179244091816,5,0.0012397360574890079,Preprocessor1_Model19
7,565,39,roc_auc,binary,0.5551947743089767,5,0.0039724698408572364,Preprocessor1_Model19
7,565,39,sens,binary,0.9998543931197417,5,1.0608144690025727e-4,Preprocessor1_Model19
1,1641,27,accuracy,binary,0.9518122336014195,5,9.163984181939056e-4,Preprocessor1_Model20
1,1641,27,kap,binary,0,5,0,Preprocessor1_Model20
1,1641,27,roc_auc,binary,0.5606922937880534,5,0.005363214129636474,Preprocessor1_Model20
1,1641,27,sens,binary,1,5,0,Preprocessor1_Model20
