mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
5,670,15,accuracy,binary,0.8174958796868562,3,0.0016647898392735529,Preprocessor1_Model01
5,670,15,f_meas,binary,0.8920883041914789,3,9.707307306756906e-4,Preprocessor1_Model01
5,413,21,accuracy,binary,0.8175216316440049,3,0.0017285012131229276,Preprocessor1_Model02
5,413,21,f_meas,binary,0.8922479055097631,3,0.0010108800097068536,Preprocessor1_Model02
6,24,30,accuracy,binary,0.8161181499793985,3,0.0011055360493235301,Preprocessor1_Model03
6,24,30,f_meas,binary,0.891647431120186,3,6.340768985747193e-4,Preprocessor1_Model03
7,1206,6,accuracy,binary,0.8176375154511742,3,0.0018433797041793821,Preprocessor1_Model04
7,1206,6,f_meas,binary,0.8921319195978251,3,0.0010719241996521025,Preprocessor1_Model04
15,1109,40,accuracy,binary,0.81741862381541,3,9.394171370963914e-4,Preprocessor1_Model05
15,1109,40,f_meas,binary,0.8924467282339316,3,5.730567872697293e-4,Preprocessor1_Model05
1,80,38,accuracy,binary,0.816105274000824,3,0.0014942793651013587,Preprocessor1_Model06
1,80,38,f_meas,binary,0.893331778397651,3,9.634461298964108e-4,Preprocessor1_Model06
8,1073,39,accuracy,binary,0.8172383601153688,3,0.001483086937874481,Preprocessor1_Model07
8,1073,39,f_meas,binary,0.8924149750308311,3,9.178023382564338e-4,Preprocessor1_Model07
15,1304,22,accuracy,binary,0.8174057478368356,3,0.001906905909641128,Preprocessor1_Model08
15,1304,22,f_meas,binary,0.8920514328691369,3,0.0010765103561370666,Preprocessor1_Model08
8,368,11,accuracy,binary,0.8173542439225381,3,0.0019409443318601422,Preprocessor1_Model09
8,368,11,f_meas,binary,0.8919411542425926,3,0.0011360322983176032,Preprocessor1_Model09
9,356,3,accuracy,binary,0.8171739802224969,3,0.0017088223393537335,Preprocessor1_Model10
9,356,3,f_meas,binary,0.8916346276169984,3,0.0010005752341152132,Preprocessor1_Model10
3,16,20,accuracy,binary,0.8163885455294603,3,0.001116504011420599,Preprocessor1_Model11
3,16,20,f_meas,binary,0.8916980523556968,3,5.830492510731023e-4,Preprocessor1_Model11
2,804,21,accuracy,binary,0.8179851668726823,3,0.001432014910927813,Preprocessor1_Model12
2,804,21,f_meas,binary,0.8927417316995977,3,8.372520940182943e-4,Preprocessor1_Model12
7,728,13,accuracy,binary,0.8177533992583437,3,0.0016988974246044924,Preprocessor1_Model13
7,728,13,f_meas,binary,0.8922387793734946,3,9.975138648339696e-4,Preprocessor1_Model13
14,883,2,accuracy,binary,0.8176246394725999,3,0.0017853091038141022,Preprocessor1_Model14
14,883,2,f_meas,binary,0.8920843911883306,3,0.0010187463076939312,Preprocessor1_Model14
11,65,31,accuracy,binary,0.8176632674083231,3,0.0020344046147507153,Preprocessor1_Model15
11,65,31,f_meas,binary,0.8924320967879027,3,0.001196526370164239,Preprocessor1_Model15
2,199,12,accuracy,binary,0.8173671199011124,3,0.0016726386815984796,Preprocessor1_Model16
2,199,12,f_meas,binary,0.8919140780621784,3,9.390763415223425e-4,Preprocessor1_Model16
12,1155,30,accuracy,binary,0.8176117634940255,3,0.0013351961403237063,Preprocessor1_Model17
12,1155,30,f_meas,binary,0.8923141033667258,3,7.22613836170261e-4,Preprocessor1_Model17
9,497,2,accuracy,binary,0.8178821590440873,3,0.0018639507807167055,Preprocessor1_Model18
9,497,2,f_meas,binary,0.8921566387804855,3,0.0010427733390901074,Preprocessor1_Model18
3,474,5,accuracy,binary,0.8178049031726411,3,0.0017375893359405823,Preprocessor1_Model19
3,474,5,f_meas,binary,0.8921512701744334,3,0.001003651073281734,Preprocessor1_Model19
1,942,31,accuracy,binary,0.8167233209723939,3,0.0014592523245269078,Preprocessor1_Model20
1,942,31,f_meas,binary,0.8930613347504106,3,9.267419398973485e-4,Preprocessor1_Model20
15,955,15,accuracy,binary,0.8176761433868974,3,0.0018130456895397728,Preprocessor1_Model21
15,955,15,f_meas,binary,0.8921556966877265,3,0.0010491165451132038,Preprocessor1_Model21
7,1986,4,accuracy,binary,0.8177920271940667,3,0.0015975037269579182,Preprocessor1_Model22
7,1986,4,f_meas,binary,0.8922323093220212,3,8.70624752056932e-4,Preprocessor1_Model22
8,388,35,accuracy,binary,0.8179336629583849,3,0.0013269756381842936,Preprocessor1_Model23
8,388,35,f_meas,binary,0.8927367485035302,3,8.190027592428979e-4,Preprocessor1_Model23
2,1286,29,accuracy,binary,0.8173413679439637,3,0.0017104708929118874,Preprocessor1_Model24
2,1286,29,f_meas,binary,0.8928165118848524,3,0.0010587798735637996,Preprocessor1_Model24
5,1049,24,accuracy,binary,0.8177276473011948,3,0.0015738744248142789,Preprocessor1_Model25
5,1049,24,f_meas,binary,0.8923926525906761,3,9.038773177697106e-4,Preprocessor1_Model25
12,328,30,accuracy,binary,0.8175731355583025,3,0.0014370999609120071,Preprocessor1_Model26
12,328,30,f_meas,binary,0.8923124678377117,3,8.544127740122937e-4,Preprocessor1_Model26
5,1207,38,accuracy,binary,0.8171611042439225,3,0.001091728095963708,Preprocessor1_Model27
5,1207,38,f_meas,binary,0.8925209858360958,3,7.103359617807377e-4,Preprocessor1_Model27
8,137,4,accuracy,binary,0.81741862381541,3,0.001586778260454012,Preprocessor1_Model28
8,137,4,f_meas,binary,0.8917287088254297,3,8.664950958376547e-4,Preprocessor1_Model28
10,389,15,accuracy,binary,0.8177405232797693,3,0.0017443030718866967,Preprocessor1_Model29
10,389,15,f_meas,binary,0.8921398301755809,3,0.0010375126822929697,Preprocessor1_Model29
10,338,29,accuracy,binary,0.8174314997939843,3,0.001616896875982413,Preprocessor1_Model30
10,338,29,f_meas,binary,0.8922727083077748,3,9.308805053809874e-4,Preprocessor1_Model30
1,1373,21,accuracy,binary,0.8171739802224969,3,0.0012320636293681282,Preprocessor1_Model31
1,1373,21,f_meas,binary,0.8925718604989465,3,7.683034503440535e-4,Preprocessor1_Model31
3,1276,11,accuracy,binary,0.8176890193654718,3,0.0017958643891146577,Preprocessor1_Model32
3,1276,11,f_meas,binary,0.8921954825342315,3,0.0010288755929195605,Preprocessor1_Model32
8,1388,17,accuracy,binary,0.8177276473011948,3,0.0017104708929118848,Preprocessor1_Model33
8,1388,17,f_meas,binary,0.8923059081607414,3,9.853761285134755e-4,Preprocessor1_Model33
