mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
12,383,31,accuracy,binary,0.8170109265184985,3,0.0012946985126546231,Preprocessor1_Model01
12,383,31,f_meas,binary,0.8918615708598511,3,9.679387548700714e-4,Preprocessor1_Model01
1,621,25,accuracy,binary,0.816902377370541,3,0.0017394648671084827,Preprocessor1_Model02
1,621,25,f_meas,binary,0.8926026931134904,3,0.0012095147491283176,Preprocessor1_Model02
15,1517,2,accuracy,binary,0.817191826386292,3,9.596832574108088e-4,Preprocessor1_Model03
15,1517,2,f_meas,binary,0.8916927401235282,3,6.926652212316901e-4,Preprocessor1_Model03
8,1437,21,accuracy,binary,0.8175355249445669,3,9.728153734508389e-4,Preprocessor1_Model04
8,1437,21,f_meas,binary,0.8919946693434898,3,6.990198918477975e-4,Preprocessor1_Model04
11,1520,6,accuracy,binary,0.8174450818820499,3,6.38491127361643e-4,Preprocessor1_Model05
11,1520,6,f_meas,binary,0.8919193606012938,3,5.21209184507643e-4,Preprocessor1_Model05
14,1473,33,accuracy,binary,0.8171013813605235,3,9.226246389768943e-4,Preprocessor1_Model06
14,1473,33,f_meas,binary,0.8920306318681063,3,7.183288638239417e-4,Preprocessor1_Model06
9,182,25,accuracy,binary,0.8171737350252366,3,0.0011016430261408027,Preprocessor1_Model07
9,182,25,f_meas,binary,0.8918542892545177,3,7.896435564461477e-4,Preprocessor1_Model07
11,201,39,accuracy,binary,0.8166852928173857,3,0.0022197059490035157,Preprocessor1_Model08
11,201,39,f_meas,binary,0.8919565623033439,3,0.001561180820845152,Preprocessor1_Model08
4,1589,24,accuracy,binary,0.817264182995882,3,9.226223478267713e-4,Preprocessor1_Model09
4,1589,24,f_meas,binary,0.8920421932526456,3,7.40264058813128e-4,Preprocessor1_Model09
10,581,29,accuracy,binary,0.8167938802487441,3,7.619374974261158e-4,Preprocessor1_Model10
10,581,29,f_meas,binary,0.8916382807091909,3,5.71642115694121e-4,Preprocessor1_Model10
12,1936,15,accuracy,binary,0.817716414014478,3,8.236109530592421e-4,Preprocessor1_Model11
12,1936,15,f_meas,binary,0.892032618375115,3,6.066060729883587e-4,Preprocessor1_Model11
4,1117,39,accuracy,binary,0.8168843026971222,3,0.0013325855166163411,Preprocessor1_Model12
4,1117,39,f_meas,binary,0.8924873552469893,3,9.501747454675064e-4,Preprocessor1_Model12
15,1285,18,accuracy,binary,0.8176078619216437,3,0.0012720150519583957,Preprocessor1_Model13
15,1285,18,f_meas,binary,0.8919342216757182,3,9.331759095242996e-4,Preprocessor1_Model13
9,174,19,accuracy,binary,0.8167215148045229,3,0.0012408365902793236,Preprocessor1_Model14
9,174,19,f_meas,binary,0.8912651113246114,3,8.229141941728195e-4,Preprocessor1_Model14
6,854,35,accuracy,binary,0.8174631516473404,3,0.0013596475045700336,Preprocessor1_Model15
6,854,35,f_meas,binary,0.8924462757994557,3,0.001036746667693758,Preprocessor1_Model15
15,953,17,accuracy,binary,0.8174812567511551,3,0.0010012509586433355,Preprocessor1_Model16
15,953,17,f_meas,binary,0.8918851284919472,3,6.980787247586053e-4,Preprocessor1_Model16
14,1775,32,accuracy,binary,0.8172280100900281,3,9.579656303212641e-4,Preprocessor1_Model17
