mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
2,930,28,roc_auc,binary,0.5369694304551442,5,0.0016673190627565602,Preprocessor1_Model06
2,930,28,sens,binary,1,5,0,Preprocessor1_Model06
6,616,30,accuracy,binary,0.9531286569726299,5,8.419223038964485e-4,Preprocessor1_Model07
6,616,30,kap,binary,-1.670907143647593e-4,5,1.2168126583808241e-4,Preprocessor1_Model07
6,616,30,roc_auc,binary,0.5637134237951834,5,0.006425687450840161,Preprocessor1_Model07
6,616,30,sens,binary,0.9999118116786044,5,6.425584228344655e-5,Preprocessor1_Model07
2,442,25,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model08
2,442,25,kap,binary,0,5,0,Preprocessor1_Model08
2,442,25,roc_auc,binary,0.533389631063952,5,0.0021595052881850946,Preprocessor1_Model08
2,442,25,sens,binary,1,5,0,Preprocessor1_Model08
18,1273,2,accuracy,binary,0.9512395675087556,5,0.0012331337314336972,Preprocessor1_Model09
18,1273,2,kap,binary,0.009428798812479534,5,0.005889853001551464,Preprocessor1_Model09
18,1273,2,roc_auc,binary,0.5746281017373325,5,0.006305634823612651,Preprocessor1_Model09
18,1273,2,sens,binary,0.9975318190100397,5,7.151039003369239e-4,Preprocessor1_Model09
16,1004,5,accuracy,binary,0.951659354153246,5,0.0010261778004958205,Preprocessor1_Model10
16,1004,5,kap,binary,0.006881038659180594,5,0.0033492096642052105,Preprocessor1_Model10
16,1004,5,roc_auc,binary,0.5691762281602658,5,0.006025422886087207,Preprocessor1_Model10
16,1004,5,sens,binary,0.9980832241085739,5,3.679392506389648e-4,Preprocessor1_Model10
18,733,35,accuracy,binary,0.9529397555158635,5,9.39452369349304e-4,Preprocessor1_Model11
18,733,35,kap,binary,9.699423828251064e-4,5,0.001239981849486749,Preprocessor1_Model11
18,733,35,roc_auc,binary,0.5661319287220022,5,0.00626201858605003,Preprocessor1_Model11
18,733,35,sens,binary,0.9996691584120632,5,2.0941073818292114e-4,Preprocessor1_Model11
21,678,38,accuracy,binary,0.9529817326383317,5,9.075366459596569e-4,Preprocessor1_Model12
21,678,38,kap,binary,0.0010567650189752032,5,0.0013261871199630442,Preprocessor1_Model12
21,678,38,roc_auc,binary,0.561182056190175,5,0.005511259127982041,Preprocessor1_Model12
21,678,38,sens,binary,0.9997133036498956,5,1.695410696283169e-4,Preprocessor1_Model12
2,1289,36,accuracy,binary,0.9532126178260556,5,8.104655043974761e-4,Preprocessor1_Model13
2,1289,36,kap,binary,0,5,0,Preprocessor1_Model13
2,1289,36,roc_auc,binary,0.5439300022724927,5,0.0024958756655847625,Preprocessor1_Model13
2,1289,36,sens,binary,1,5,0,Preprocessor1_Model13
4,904,27,accuracy,binary,0.9531496455338642,5,8.274329947119893e-4,Preprocessor1_Model14
4,904,27,kap,binary,-1.251943206550088e-4,5,1.2519432065500878e-4,Preprocessor1_Model14
4,904,27,roc_auc,binary,0.5615425451508872,5,0.005137870177842094,Preprocessor1_Model14
4,904,27,sens,binary,0.9999338842975206,5,6.611570247934128e-5,Preprocessor1_Model14
6,509,27,accuracy,binary,0.953086677647332,5,8.628369305209664e-4,Preprocessor1_Model15
6,509,27,kap,binary,-2.5022690333513785e-4,5,1.6667888645590092e-4,Preprocessor1_Model15
6,509,27,roc_auc,binary,0.5589081550993276,5,0.004635856631098294,Preprocessor1_Model15
6,509,27,sens,binary,0.9998677004921951,5,8.817132034126592e-5,Preprocessor1_Model15
15,203,6,accuracy,binary,0.9518062961101816,5,0.00111198628988838,Preprocessor1_Model16
15,203,6,kap,binary,0.007183064566567743,5,0.003283448081914145,Preprocessor1_Model16
15,203,6,roc_auc,binary,0.5595125137338559,5,0.005282092936073428,Preprocessor1_Model16
15,203,6,sens,binary,0.9982371471057145,5,4.8555044563853043e-4,Preprocessor1_Model16
13,1997,26,accuracy,binary,0.9528977739877359,5,9.504217676107892e-4,Preprocessor1_Model17
13,1997,26,kap,binary,8.87631450879578e-4,5,0.0012722145935447752,Preprocessor1_Model17
13,1997,26,roc_auc,binary,0.5740477999454148,5,0.00644242991217642,Preprocessor1_Model17
13,1997,26,sens,binary,0.9996250812770769,5,2.1958676092288904e-4,Preprocessor1_Model17
14,1756,18,accuracy,binary,0.9526878751584165,5,9.923161072179039e-4,Preprocessor1_Model18
14,1756,18,kap,binary,4.660691887062196e-4,5,0.0011592188116351675,Preprocessor1_Model18
14,1756,18,roc_auc,binary,0.5775443382796756,5,0.006943203053177804,Preprocessor1_Model18
14,1756,18,sens,binary,0.9994047290082764,5,2.603546729038277e-4,Preprocessor1_Model18
19,1276,9,accuracy,binary,0.9521421307125651,5,9.942493841916397e-4,Preprocessor1_Model19
19,1276,9,kap,binary,0.005606285457416616,5,0.0023710807152052854,Preprocessor1_Model19
19,1276,9,roc_auc,binary,0.5720000876694371,5,0.006907036061284514,Preprocessor1_Model19
19,1276,9,sens,binary,0.9986559706525027,5,3.5185166750682654e-4,Preprocessor1_Model19
10,236,26,accuracy,binary,0.9529397555158635,5,9.39452369349304e-4,Preprocessor1_Model20
10,236,26,kap,binary,9.699423828251064e-4,5,0.001239981849486749,Preprocessor1_Model20
10,236,26,roc_auc,binary,0.553059108688958,5,0.0032029790969768436,Preprocessor1_Model20
10,236,26,sens,binary,0.9996691584120632,5,2.0941073818292114e-4,Preprocessor1_Model20
