mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
3,731,19,accuracy,binary,0.952666851394907,3,7.558384304280388e-4,Preprocessor1_Model01
3,731,19,f_meas,binary,0.9757527132232635,3,3.9499855425710313e-4,Preprocessor1_Model01
5,1364,17,accuracy,binary,0.9525199252987334,3,8.991464685692538e-4,Preprocessor1_Model02
5,1364,17,f_meas,binary,0.9756755018766253,3,4.702792521264724e-4,Preprocessor1_Model02
2,1881,22,accuracy,binary,0.9528557590192083,3,6.456826848166338e-4,Preprocessor1_Model03
2,1881,22,f_meas,binary,0.975854964611672,3,3.3863575033278104e-4,Preprocessor1_Model03
2,277,25,accuracy,binary,0.9528557590192083,3,6.456826848166338e-4,Preprocessor1_Model04
2,277,25,f_meas,binary,0.9758554976307195,3,3.381356141812589e-4,Preprocessor1_Model04
5,1755,35,accuracy,binary,0.9529187313113997,3,6.598090006041766e-4,Preprocessor1_Model05
5,1755,35,f_meas,binary,0.9758885244620614,3,3.4526850716059057e-4,Preprocessor1_Model05
3,556,27,accuracy,binary,0.9528557590192083,3,6.456826848166338e-4,Preprocessor1_Model06
3,556,27,f_meas,binary,0.9758554976307195,3,3.381356141812589e-4,Preprocessor1_Model06
2,349,5,accuracy,binary,0.9508826800673417,3,8.812943737823972e-4,Preprocessor1_Model07
2,349,5,f_meas,binary,0.9748145697811875,3,4.6101169966823063e-4,Preprocessor1_Model07
2,945,25,accuracy,binary,0.9529187313113997,3,6.598090006041766e-4,Preprocessor1_Model08
2,945,25,f_meas,binary,0.9758885244620614,3,3.4526850716059057e-4,Preprocessor1_Model08
5,792,7,accuracy,binary,0.9510715982656693,3,0.001009110591294959,Preprocessor1_Model09
5,792,7,f_meas,binary,0.9749121335206548,3,5.281496627089827e-4,Preprocessor1_Model09
2,961,9,accuracy,binary,0.9518692221867816,3,8.089406131726941e-4,Preprocessor1_Model10
2,961,9,f_meas,binary,0.975333479600089,3,4.228734683040162e-4,Preprocessor1_Model10
