mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config
3,1710,5,accuracy,binary,0.9526458619525966,3,8.7168156180008e-4,Preprocessor1_Model01
3,1710,5,f_meas,binary,0.975746724588633,3,4.5816982387911334e-4,Preprocessor1_Model01
6,1168,38,accuracy,binary,0.9532125993647865,3,7.864324147631505e-4,Preprocessor1_Model02
6,1168,38,f_meas,binary,0.9760450616293787,3,4.128276191879102e-4,Preprocessor1_Model02
6,1060,3,accuracy,binary,0.9522260572453466,3,9.45342202848134e-4,Preprocessor1_Model03
6,1060,3,f_meas,binary,0.9755248193054782,3,4.965956428049778e-4,Preprocessor1_Model03
1,1679,14,accuracy,binary,0.9532125993647865,3,7.864324147631505e-4,Preprocessor1_Model04
1,1679,14,f_meas,binary,0.9760455931917493,3,4.123386862107613e-4,Preprocessor1_Model04
2,1774,9,accuracy,binary,0.9530236824882122,3,7.652589765193972e-4,Preprocessor1_Model05
2,1774,9,f_meas,binary,0.9759455131687104,3,4.0169887601216204e-4,Preprocessor1_Model05
1,1177,37,accuracy,binary,0.9532125993647865,3,7.864324147631505e-4,Preprocessor1_Model06
1,1177,37,f_meas,binary,0.9760455931917493,3,4.123386862107613e-4,Preprocessor1_Model06
4,1870,23,accuracy,binary,0.9532125993647865,3,7.864324147631505e-4,Preprocessor1_Model07
4,1870,23,f_meas,binary,0.9760450616293787,3,4.128276191879102e-4,Preprocessor1_Model07
4,1742,4,accuracy,binary,0.9524359582772183,3,8.719432239110143e-4,Preprocessor1_Model08
4,1742,4,f_meas,binary,0.9756355704943647,3,4.5796217949942906e-4,Preprocessor1_Model08
2,567,20,accuracy,binary,0.9532125993647865,3,7.864324147631505e-4,Preprocessor1_Model09
2,567,20,f_meas,binary,0.9760450616293787,3,4.128276191879102e-4,Preprocessor1_Model09
1,428,3,accuracy,binary,0.9532125993647865,3,7.864324147631505e-4,Preprocessor1_Model10
1,428,3,f_meas,binary,0.9760450616293787,3,4.128276191879102e-4,Preprocessor1_Model10
